material_id,material_type,tensile_strength_mpa,weight_capacity_kg,density_g_cm3,biodegradability_score,biodegradation_time_days,co2_emission_score,recyclability_percentage,production_cost_per_kg,co2_impact_index,cost_efficiency_index,material_suitability_score,predicted_cost,predicted_co2,predicted_cost_norm,predicted_co2_norm,ai_recommendation_score
7708,Jute Fiber Composite,0.7621737656761947,0.9736667613905464,0.4200000000000001,0.1494736842105264,0.2398587740384614,0.0746887966804976,0.3857352941176469,0.0016613456900088,0.5846447657464384,0.9200876198440188,0.7754770069428571,0.03357793431710302,0.07412818,0.018208615507075684,0.07518705,0.9177371561249197
5569,Poly(3-hydroxybutyrate) (PHB),0.836515647949384,0.7713365539452497,0.7,0.6797894736842107,0.5095214843749999,0.0720681371478488,0.9208823529411766,0.060448963660565,0.8520792441195741,0.8581760751041642,0.8448873478789588,0.0715766919958657,0.07086251,0.057443487019060435,0.07192216,0.9172312134743749
4013,Polylactic Acid (PLA) Blends,0.6973223364591572,0.7395093303021691,0.04,0.5732631578947369,0.8708965594951922,0.0251146538545532,0.7875,0.0357689728680231,0.8169216204411445,0.8167419108811886,0.7971485792050659,0.06024568939233487,0.06356318,0.04574388265278493,0.06462456,0.9152823495570142
3403,PHA (Polyhydroxyalkanoates),0.9990961473279854,0.4111963626030122,0.9599999999999996,0.0943157894736841,0.6203613281249999,0.007861978597947,0.3601470588235295,0.0838679330257508,0.5963931593078377,0.7895405797689989,0.6954027466238345,0.06983497451018869,0.009492246,0.055645110810595415,0.010566472,0.9125959157976479
2205,PHA (Polyhydroxyalkanoates),0.7400293752118403,0.9017713365539451,0.3600000000000001,0.8677894736842107,0.7262338491586537,0.1260100458615416,0.9188235294117648,0.0138111870615198,0.8810965250568453,0.8870157387051277,0.8714249766813678,0.04336367823403103,0.12706712,0.028312693342347664,0.12811342,0.9117145623932554
7441,Recycled PP,0.6393627838662297,0.3948091313820214,0.26,0.4715789473684213,0.3542668269230768,0.0301375846254638,0.5702941176470587,0.0386212832394239,0.7404637154272062,0.6948030612787057,0.6775239022071899,0.047709762070946675,0.029976983,0.03280015691584761,0.031046344,0.909966185303578
4410,Coconut Coir Composite,0.5548525590328777,0.8403902623851474,0.78,0.526526315789474,0.625572791466346,0.0347237388075998,0.3516176470588235,0.068675627258079,0.710919554744807,0.7911025955221758,0.7403331422485957,0.07544083944672812,0.032750998,0.0614333366351884,0.033819698,0.9099654295778856
5255,Polylactic Acid (PLA) Blends,0.863179301773811,0.8171829118120677,0.0799999999999998,0.0736842105263158,0.1425405649038461,0.0109194147193709,0.7880882352941178,0.0286932415256357,0.6742632028570328,0.8926313674655093,0.7947940494876048,0.06924240353556942,0.069615215,0.05503326328001383,0.07067516,0.9086754447615256
2110,Seaweed/Kelp-based Polymer,0.9837306519037394,0.6557734204793029,0.8800000000000001,0.4583157894736842,0.702599158653846,0.0735968552085606,0.335735294117647,0.0487494870845384,0.6678433680613544,0.8723514268810972,0.7800283252152849,0.05915746202568892,0.07407287,0.044620254841919886,0.07513175,0.9081048475663569
5512,Chitosan,0.9279177494068463,0.7572226958416217,0.0999999999999998,0.3690526315789475,0.3570556640625,0.0214020528499672,0.0145588235294117,0.0921246209429638,0.602926527754583,0.8686922851973549,0.7571615697056221,0.09645672552333301,0.02433257,0.08313287736483026,0.025403272,0.9080178585213154
8862,Nano-cellulose Composite,0.8173087786690769,0.1663351330870512,0.8400000000000001,0.592421052631579,0.6766826923076922,0.0454247652325834,0.9720588235294118,0.0409731882825088,0.8494256978790643,0.6787038982138348,0.7096162296127725,0.05403608371896869,0.047215726,0.039332276178850684,0.04828099,0.9068779298647716
6357,Recycled PP,0.5407298610326516,0.5977076821066591,0.6599999999999999,0.7172631578947368,0.762920673076923,0.0635509936667393,0.0911764705882353,0.0202263833705301,0.7016387446526984,0.7334407095935813,0.687875536012443,0.029914505455709964,0.06648277,0.014426013931382972,0.067543454,0.9047873228228676
2264,Polyhydroxyvalerate (PHV),0.4434527172070951,0.4382873922515866,0.9400000000000002,0.9271578947368422,0.987285907451923,0.0240227123826162,0.0397058823529412,0.0413835206517278,0.7740771887003327,0.6479686245769133,0.6569923362567667,0.05732493262542716,0.025189621,0.0427281125732428,0.026260119,0.9038031612383983
6289,PHA (Polyhydroxyalkanoates),0.9667834143034684,0.7163967036089798,0.5399999999999998,0.3458947368421055,0.6289532001201923,0.0257698187377155,0.6223529411764704,0.1244107727259079,0.715354099919068,0.8551897262833713,0.7965355422722206,0.12099522348317875,0.029725682,0.10846962186292032,0.030795103,0.9036012207688464
8834,Paper-based Composite,0.5116935939441871,0.4716301979729089,0.04,0.6309473684210527,0.1470571664663461,0.0410569993448348,0.5064705882352941,0.056555810206267,0.7700498285009573,0.672374813492622,0.6753022359891413,0.054056561969467544,0.039499998,0.03935342059451566,0.040567096,0.9030922568221894
3650,Polybutylene Adipate Terephthalate (PBAT),0.9997740368319964,0.9171166050961448,0.4999999999999998,0.7210526315789474,0.726543719951923,0.0746887966804976,0.3732352941176471,0.127112961498814,0.7536184499569648,0.9242220079789168,0.8628252473671667,0.10989196090943194,0.077744246,0.09700516599497863,0.07880226,0.9022420859254022
2785,Mycelium-based Material,0.8540277934696645,0.6665719427867767,0.9599999999999996,0.6888421052631579,0.3777231069711537,0.0515396374754313,0.1488235294117647,0.085789489486484,0.7106475187235846,0.8218641250823387,0.7650646311480135,0.08856518119915208,0.0510452,0.0749846181452027,0.052109558,0.9021752810493873
7276,Starch-based Polymer,0.8751553496780025,0.1715449464810078,0.28,0.963368421052632,0.1295729417067307,0.0168158986678312,0.6550000000000001,0.1131116204125341,0.911602576981874,0.6687654406826894,0.7368172366817265,0.10681173690739362,0.01852314,0.093824741151362,0.019595223,0.9019954864436565
629,Seaweed/Kelp-based Polymer,0.0367190148005874,0.0474566638249502,0.4200000000000001,0.9755789473684212,0.4868539663461537,0.0091723083642714,0.7817647058823528,0.013691089782724,0.9444404712048612,0.4197762676745717,0.5541042634143271,0.026078258787261013,0.011886796,0.010464972720580546,0.0129604535,0.9014506959711134
8508,Recycled LDPE,0.5963168003615411,0.6942313157146918,0.8,0.2145263157894736,0.5947359525240383,0.0639877702555142,0.1205882352941176,0.0236991963490427,0.5564816566679085,0.7776847562832528,0.6627213767880878,0.029767592770237862,0.06530734,0.014274322121174134,0.06636831,0.9002872099307788
2845,PLA (Polylactic Acid),0.5772229126652355,0.9820971867007672,0.6199999999999999,0.9541052631578948,0.091411884014423,0.0742520200917229,0.2091176470588235,0.1074069996697324,0.7909290983132716,0.8248332299419079,0.8022369412386722,0.08919290436257304,0.07410918,0.07563276137846643,0.07516806,0.9001270544254127
8366,Chitosan,0.76375550785222,0.9667519181585678,0.1999999999999999,0.8269473684210527,0.9216402493990384,0.1067918759554487,0.8438235294117645,0.0979093065382959,0.8634529784309444,0.8799885051879179,0.8704273360486239,0.0954280445738611,0.10406678,0.0820707330384142,0.10511854,0.8992097687514391
5481,Gelatin,0.8117726810529882,0.0804205740267121,0.1199999999999998,0.0307368421052631,0.6831618088942306,0.0072068137147847,0.2001470588235294,0.0052342397341846,0.5456470575388924,0.6655642806302362,0.5737038607756215,0.04042639978859278,0.012686253,0.02527986412787834,0.01375972,0.899124939565878
3898,Starch-based Polymer,0.8331262004293298,0.8741119636260302,0.6599999999999999,0.0414736842105263,0.9651817908653846,0.0224939943219042,0.4555882352941176,0.1196369058937739,0.5923127551610293,0.8643166868590985,0.753375593213587,0.12216805338574557,0.022670273,0.10968060436191768,0.02374137,0.8973063430272533
4856,Cork Composite,0.1920686928030731,0.8695652173913044,0.9200000000000002,0.7749473684210528,0.5894305889423076,0.0912863070539418,0.8698529411764707,0.0295038981575075,0.860811645234639,0.7066886137953102,0.7331634946314176,0.049108688873104295,0.09170704,0.03424459133134436,0.09276174,0.8958301723188251
2825,Polycaprolactone (PCL),0.3217715512371483,0.8179407028511887,0.4599999999999997,0.6189473684210529,0.1141451322115384,0.0179078401397685,0.5948529411764706,0.1028933436083227,0.7957008786917258,0.700756338783172,0.712554112398793,0.10940096688904133,0.020412514,0.09649819975502849,0.021484148,0.8953178998661078
4437,Starch-based Polymer,0.3500169472376002,0.3350383631713555,0.3600000000000001,0.725263157894737,0.0271183894230769,0.0093906966586589,0.0167647058823529,0.0397321830682853,0.7162365402155622,0.5896237198953727,0.5908496350852696,0.06380210387681798,0.008143337,0.04941598863376657,0.009217883,0.8947163941982061
6731,Polycaprolactone (PCL),0.4597220653033555,0.7591171734394242,0.04,0.5313684210526315,0.5030611478365383,0.0834243284559947,0.0858823529411765,0.0047838749387003,0.6348748326760274,0.7637382216473537,0.6813291456036303,0.03277895342622491,0.08546142,0.017383643468275214,0.0865176,0.8947053546931633
2266,Recycled PP,0.6314540729861031,0.8949512172018566,0.8200000000000001,0.1132631578947369,0.4770413912259614,0.0297008080366891,0.3052941176470588,0.1099890911638426,0.5801873668794882,0.8139259505908509,0.7102858560069316,0.10277938557601997,0.030865675,0.08966121591942927,0.031934824,0.8934187597676204
5839,Recycled HDPE,0.6044514744096712,0.1747655583972719,0.0799999999999998,0.8218947368421055,0.1813119741586538,0.0187813933173182,0.1817647058823529,0.0619201553258139,0.7735306655704431,0.6089970477117573,0.6309327885935745,0.07675887346790317,0.022051957,0.06279424679721007,0.023123201,0.8918195949979846
5575,Alginate,0.64749745791436,0.3420479302832244,0.5999999999999999,0.937684210526316,0.2284217247596153,0.0187813933173182,0.3010294117647059,0.1069166024479828,0.832120448852177,0.6540969754800822,0.6934415085526622,0.10996836810265552,0.019279338,0.09708405874284322,0.02035124,0.8917141798136607
5850,Jute Fiber Composite,0.5061574963280984,0.3993558776167472,0.9000000000000001,0.3296842105263158,0.0704627403846153,0.0369076217514741,0.8923529411764707,0.0695463325293487,0.7589220405174518,0.6438354791717141,0.651654345270151,0.07232566073728554,0.03772636,0.05821681999443094,0.03879388,0.8915266141912525
7271,Coconut Coir Composite,0.320754716981132,0.3815477881974046,0.78,0.3109473684210526,0.1815655048076923,0.0200917230836426,0.3936764705882353,0.0295038981575075,0.6619736431021415,0.5988891922905579,0.5745753846749335,0.05255037581405898,0.019929213,0.03779823763879464,0.02100096,0.8913954072285137
2993,Bagasse Fiber Composite,0.5528188905208451,0.9601212465662594,0.72,0.7627368421052634,0.0746225210336538,0.15833151343088,0.745294117647059,0.0220378506590338,0.7987141194455508,0.8450669008625178,0.808806421831938,0.036145214705373345,0.15527424,0.020859410488863216,0.15631385,0.8908919855410206
8572,Recycled PP,0.3878657778782058,0.9900539926115371,0.1999999999999999,0.8907368421052633,0.9798865685096152,0.0279537016815896,0.1722058823529412,0.1271029533922477,0.7876853782613723,0.7625347497900239,0.7578800282695328,0.13517546412936163,0.028132206,0.12311115105356951,0.029202005,0.8906507693516652
202,PLA (Polylactic Acid),0.0841712800813467,0.4429288623662026,0.1199999999999998,0.6225263157894736,0.9617638221153844,0.0585280628958286,0.750735294117647,0.0009307539106676,0.8076409221124572,0.5577577411699978,0.598869479557737,0.029493075082862915,0.06078623,0.01399087427051077,0.06184827,0.8894382271172683
1452,Mycelium-based Material,0.618009264489888,0.9525433361750496,0.6799999999999999,0.6231578947368421,0.3807091346153846,0.1589866783140421,0.6951470588235295,0.0192355808204645,0.7464834410287375,0.8634715478712955,0.8010372556265071,0.03200221766477687,0.15969965,0.016581640201304995,0.1607382,0.8892795091046092
4446,Chitosan,0.9784205174556546,0.8884152694894383,0.1399999999999999,0.2353684210526316,0.8785682091346152,0.1375846254640751,0.4913235294117646,0.0384911778540617,0.6000829194661048,0.9446542649419032,0.8045784524577125,0.05576870188076088,0.13744532,0.041121257059013525,0.13848916,0.8890715308438253
5245,Polybutylene Adipate Terephthalate (PBAT),0.717433058411479,0.7587382779198637,0.3,0.6616842105263161,0.2433800330528845,0.1681589866783139,0.7720588235294118,0.0021817672314574,0.7688375345246202,0.8419786940068198,0.7919436250457103,0.029652828912643547,0.16041927,0.014155824952266707,0.16145766,0.8881433378630894
726,Starch-based Polymer,0.8420517455654728,0.9662782987591172,0.1799999999999999,0.2877894736842106,0.0633263221153846,0.0683555361432626,0.0752941176470587,0.1158438335051391,0.5672178975630436,0.8961614798953214,0.766184755415805,0.10696831163699011,0.06838477,0.09398640931561295,0.06944501,0.8878643936778692
4914,Blended Starch,0.1954581403231273,0.8882258217296581,0.9200000000000002,0.4103157894736842,0.9898024338942304,0.0305743612142388,0.2722058823529412,0.0290435252554569,0.662248732705574,0.7134877785136529,0.6586630006929693,0.04701722636796136,0.07685114,0.032085092766808945,0.077909365,0.8877348169133248
8049,Mycelium-based Material,0.8704101231499264,0.5261911527896184,0.9999999999999998,0.2486315789473685,0.5145639272836537,0.0956540729416901,0.4676470588235294,0.0330067354557191,0.6202918489780713,0.8057776885995758,0.7100879426250133,0.055652328929365336,0.0967269,0.04100109845188027,0.09778041,0.8865050044356172
6785,Recycled LDPE,0.7294091063156705,0.6459221369707304,0.3600000000000001,0.2686315789473685,0.4881967397836537,0.0460799301157457,0.318235294117647,0.0878211351194467,0.6211965674498671,0.7774709189381417,0.6970001188838436,0.09702913691685255,0.047706336,0.08372390951558101,0.048771486,0.8864018656960155
1127,Paper-based Composite,0.0869958196813919,0.4930377948280761,0.8600000000000001,0.929263157894737,0.6774245042067307,0.0065516488316224,0.8469117647058825,0.0076562015232338,0.9448854758937864,0.5709476037435469,0.6643365933058801,0.0734754336515747,0.056667846,0.059403995452677785,0.057730865,0.8860133969384637
8620,Seaweed/Kelp-based Polymer,0.1611117387865777,0.108743014113858,0.8200000000000001,0.576421052631579,0.0520301231971153,0.0017471063550993,0.6916176470588234,0.0502206787497873,0.8103762920236888,0.4608681543702158,0.5354832538476055,0.06110193196752967,0.005111235,0.04662797911996061,0.0061865025,0.8859708590448615
5660,Hemp Fiber Composite,0.6285165518020561,0.9843705598181304,0.28,0.528,0.8949256310096153,0.0801485040401832,0.804264705882353,0.1444269858585454,0.779178689156379,0.8260953391426378,0.8033983224816255,0.11839936544613464,0.08095977,0.10578931959073047,0.08201702,0.885557128903609
3986,Recycled PET (rPET),0.93062930742289,0.9082125603864736,0.3,0.9206315789473684,0.1423433743990384,0.1229526097401179,0.7769117647058824,0.1438164913579999,0.8700955217553281,0.8941259637996091,0.8895727810029112,0.10761233183339435,0.13564976,0.09465137973045273,0.13669403,0.8853764046398984
409,Jute Fiber Composite,0.9055473957744888,0.1987307000094723,0.9400000000000002,0.3458947368421055,0.1669640174278846,0.0312295260974011,0.7120588235294117,0.098820044235831,0.7305654227098134,0.6917554110408559,0.6793561430786639,0.09113415034643868,0.048804365,0.07763715682197043,0.049869254,0.8848686641943634
3273,Nano-cellulose Composite,0.7236470455315782,0.9300937766410912,0.8200000000000001,0.6336842105263158,0.5298039362980769,0.105918322777899,0.7179411764705882,0.1178554629249691,0.7807343370630629,0.8489800614818133,0.8172598416352175,0.10362536885334589,0.10550823,0.09053471934993014,0.10655965,0.8846142388245286
4494,Polycaprolactone (PCL),0.7964071856287425,0.4453916832433456,0.26,0.7475789473684213,0.0474759615384615,0.0214020528499672,0.0513235294117647,0.1239303836107246,0.7238373636678958,0.7229675072173367,0.7029018352413019,0.13096553817358692,0.023126297,0.1187642746281303,0.024197286,0.8833957629156209
4157,Recycled PP,0.5403909162806462,0.1795017523917779,0.4200000000000001,0.723157894736842,0.0738807091346153,0.0515396374754313,0.875735294117647,0.0718982375724336,0.8663246085068663,0.5872085055727537,0.6534025124990904,0.08272914836670493,0.049641814,0.06895873697675699,0.050706502,0.8828144173198635
5522,Recycled PP,0.5774488758332392,0.9420289855072465,0.6399999999999999,0.8574736842105264,0.1277700570913461,0.1196767853243065,0.742205882352941,0.1141124310691659,0.8458448890715928,0.8101983859744792,0.8143650961524775,0.08996384283254102,0.12418194,0.07642877876589131,0.12522893,0.8822099490292996
6515,Recycled PET (rPET),0.5086430911761382,0.4651889741403808,0.4000000000000001,0.4882105263157894,0.5604905348557692,0.1185848438523695,0.9955882352941178,0.0112791361002412,0.7862883830273757,0.6876379651548592,0.686953745804546,0.03475848958420665,0.11818519,0.019427574679614507,0.1192336,0.8819262938721171
7069,Polyhydroxyvalerate (PHV),0.1548977516664783,0.0928294022923179,0.5399999999999998,0.8557894736842107,0.4853046123798076,0.0288272548591395,0.7548529411764705,0.0572063371330778,0.8932938029109876,0.4514356113344078,0.5626644810940379,0.06707472965319297,0.024286041,0.052795074153571465,0.025356755,0.8812721587326721
6788,Polylactic Acid (PLA) Blends,0.8052197491808835,0.3343752960121246,0.06,0.7743157894736843,0.5409217247596153,0.0884472592269054,0.7595588235294118,0.0909636805812708,0.8399828719345349,0.7054930413253941,0.7321498698232725,0.08426435667883689,0.09143559,0.07054388619084018,0.09249035,0.8812162694715339
7582,PLA (Polylactic Acid),0.3944187097503106,0.5429572795301696,0.9200000000000002,0.8212631578947369,0.5785475510817306,0.0722865254422362,0.2498529411764706,0.0566658993784965,0.760206272882597,0.6585464370327454,0.661238682894185,0.06789658970738421,0.073087186,0.05364366962344516,0.07414631,0.8811317485077488
6117,Coconut Coir Composite,0.6590215794825443,0.6706450696220518,0.3400000000000001,0.2109473684210527,0.7686204176682692,0.1179296789692072,0.6717647058823529,0.0277224551887028,0.6386723122181828,0.7878110126558977,0.7035599948600918,0.04668412947914373,0.116482265,0.03174116011131832,0.117531076,0.8810031223794258
315,Seaweed/Kelp-based Polymer,0.8361767031973788,0.5552713839158854,0.76,0.9345263157894736,0.9487961989182692,0.0235859357938412,0.1457352941176469,0.1520231387423812,0.7977119856634509,0.7566251706370268,0.7608796712315176,0.16326768128325184,0.024961194,0.1521172185633941,0.026031747,0.8809163597577286
5399,Mycelium-based Material,0.3945316913343125,0.7734204793028323,0.9400000000000002,0.4913684210526317,0.2119516225961538,0.0257698187377155,0.1035294117647058,0.1002712196879472,0.6552314992998729,0.7102771633159646,0.6629986821100494,0.11501641113368409,0.02641046,0.10229631650620874,0.02748067,0.8806889569928358
2961,PHA (Polyhydroxyalkanoates),0.1952321771551237,0.9678886047172492,0.24,0.854736842105263,0.7469858022836537,0.0618038873116399,0.4692647058823529,0.1003112521142124,0.8193720501522295,0.7088117337160269,0.72758559173454,0.08830924009231599,0.08662103,0.07472035117820758,0.087676935,0.8805582068966973
606,Thermoplastic Starch (TPS),0.4608518811433735,0.7739888225821729,0.1199999999999998,0.6326315789473684,0.8730562650240383,0.0934701899978158,0.6591176470588235,0.0645322711396231,0.7748779080970672,0.7446393026618148,0.7312909546761076,0.08480033511009495,0.09269899,0.07109730020140817,0.09375345,0.880317882066435
362,Cellulose Acetate,0.6434301208902948,0.8303495311167945,0.2199999999999999,0.6303157894736842,0.0391564002403846,0.1461017689451844,0.4095588235294117,0.03077492769143,0.6979556170753953,0.8298239245255548,0.758489781841089,0.04622970218405041,0.14645918,0.03127195012594846,0.14750087,0.8801888391939676
4260,Coconut Coir Composite,0.4007456784544119,0.1863218717438666,0.78,0.7627368421052634,0.6012338491586537,0.0718497488534612,0.563235294117647,0.0261411743512244,0.8055432370283778,0.5656637953189938,0.6071895679587765,0.04295234603095799,0.074216194,0.02788798034849807,0.07527505,0.8801726960464724
2718,Polylactic Acid (PLA) Blends,0.9744661620155914,0.6954627261532633,0.1799999999999999,0.4048421052631581,0.7520845853365384,0.1373662371696877,0.1197058823529412,0.0423743232017934,0.5767106894646917,0.884028937169939,0.7512887394707377,0.053089029298262584,0.13656239,0.03835441372278337,0.13760644,0.8798734234965717
8803,Polylactic Acid (PLA) Blends,0.4808496215116936,0.2659846547314578,0.3,0.9945263157894736,0.6511981670673076,0.1170561257916575,0.9527941176470588,0.0583272450685055,0.930388655370425,0.6007193848455432,0.6871266437107025,0.07978157950240455,0.07712553,0.06591528259224201,0.07818369,0.8797857374356668
2867,Hemp Fiber Composite,0.5167777652242684,0.081178365065833,0.28,0.8806315789473684,0.4568810096153846,0.0152871806071193,0.9716176470588236,0.1194867842952791,0.9508694127924155,0.5315921253689188,0.6527802282935439,0.1228023064725525,0.015853435,0.1103354899394232,0.01692615,0.8796513938456898
7585,Paper-based Composite,0.5346288554965539,0.3743487733257554,0.3,0.6431578947368422,0.3480506310096153,0.1155274077309456,0.3323529411764706,0.0101982605910787,0.701654252790874,0.6686139844102612,0.6390050577626851,0.022046509545080237,0.113369405,0.006302069164027864,0.11441895,0.8795125845426723
2579,PHA (Polyhydroxyalkanoates),0.3579256581177268,0.6798332859713934,0.06,0.4974736842105263,0.2418212890624999,0.0650797117274513,0.5219117647058823,0.0461874118035608,0.7210846023406087,0.6928527185053117,0.6693508227472802,0.08489441628450806,0.063765496,0.07119444187169645,0.06482683,0.8794616612726098
1129,Polybutylene Fumarate (PBF),0.3727262456219636,0.6007388462631431,0.4599999999999997,0.9833684210526314,0.916344275841346,0.1229526097401179,0.9054411764705882,0.0354887458841661,0.9146224567398482,0.6778440292118656,0.7343331035691963,0.057906861325671584,0.124364555,0.043328971632274275,0.1254115,0.879370427873918
2724,Recycled LDPE,0.4581403231273301,0.5721322345363267,0.0999999999999998,0.2094736842105264,0.0880784254807692,0.0489189779427821,0.3044117647058824,0.0605690609393608,0.5992649692329434,0.6848541429233528,0.6166749006288842,0.07292495250010993,0.05078374,0.05883560694297761,0.051848155,0.8790614859733874
3434,PHA (Polyhydroxyalkanoates),0.4424358829510789,0.5622809510277542,0.8,0.3593684210526315,0.4302884615384614,0.0288272548591395,0.2888235294117647,0.0284630550746104,0.6511616047685727,0.6900298281638058,0.6369482565708346,0.07362455160348098,0.06230176,0.05955796426746467,0.06336344,0.8782210864930301
2210,Polylactic Acid (PLA) Blends,0.9109705118065754,0.3837264374348774,0.74,0.1922105263157896,0.918419471153846,0.0596200043677657,0.36,0.093545772075381,0.599853155710854,0.7509907759422835,0.6698072675854002,0.09595407614297478,0.057585023,0.08261387661168311,0.058647826,0.8774567723468178
314,Alginate,0.9628290588634052,0.3678128256133371,0.0999999999999998,0.2134736842105264,0.1117131159855769,0.1343088010482638,0.9247058823529412,0.0364194997948338,0.6818288812096143,0.7846247654250891,0.7196456471015557,0.048078966675936766,0.13342048,0.03318137188505476,0.13446528,0.876870487669692
5098,Recycled LDPE,0.2624562196361993,0.9747087240693376,0.8600000000000001,0.7044210526315788,0.1133939302884615,0.1236077746232799,0.4776470588235294,0.0334170678249381,0.7450518402425395,0.7577826559816858,0.7248502928602437,0.06066472971624324,0.12424465,0.04617655451553043,0.12529162,0.8763828143178691
1334,Blended Starch,0.9966105524799456,0.6940418679549114,0.2199999999999999,0.9021052631578949,0.8686429537259615,0.1867219917012448,0.5504411764705884,0.0530930053343208,0.7873588183908637,0.8859585239967288,0.8383921789985227,0.05660352868714673,0.18608382,0.041983241094392026,0.18711612,0.8760386988082827
2219,Thermoplastic Starch (TPS),0.8728957179979664,0.4293833475419153,0.1599999999999999,0.784842105263158,0.8440317007211537,0.1351823542258134,0.8489705882352941,0.0602187772095397,0.8376555721130995,0.7665962087781486,0.7719286189104875,0.07531096806842054,0.13430868,0.06129924049225501,0.13535327,0.8757247207080593
3281,Blended Starch,0.4513614280872217,0.4878279814341196,0.5599999999999998,0.2762105263157897,0.6320049579326923,0.0316663026861758,0.1038235294117647,0.0770524124540877,0.5877947124340018,0.6509358578747673,0.5894111690756418,0.08437470899307238,0.034530897,0.0706578283072294,0.035599176,0.8753794396065708
6495,Coconut Coir Composite,0.9662185063834594,0.3899782135076253,0.72,0.187578947368421,0.5374661959134615,0.1292858702773529,0.1091176470588235,0.0073359421131116,0.5134542784836146,0.8039246391220808,0.6625712390313867,0.030032559268195032,0.12808383,0.014547908078647169,0.12912989,0.875043135884404
