Integration_ID,Record_ID,Material_ID,Main_Category,Subcategory,Packaging_Format,Primary_Material,Logistics_Region,Tensile_Strength_MPa,Weight_Capacity_kg,Thickness_Micrometers,Density_g_cm3,Thermal_Stability_C,Environmental_Impact_Score,Production_Cost_per_kg_INR,Moisture_Barrier_g_m2_day,Oxygen_Barrier_cc_m2_day,Barrier_Property,Barrier_Level_Required,Product_Weight_kg,Packaging_Weight_kg,Pack_to_Product_Ratio,Closure_Type,Shelf_Life_Days_Material,Shelf_Life_Days_Packaging,CO2_Emission_Material_kgCO2e,CO2_Emission_Packaging_kgCO2e,Biodegradability_Score_Material,Biodegradability_Score_Packaging,End_of_Life_Score,Overall_Sustainability_Score,Recycling_Label,Breakage_Risk_0_1,Supplier_Region_India,Certification,Material_Compatibility_Score,Weight_Capacity_Margin_kg,Shelf_Life_Adequacy_Days,Recyclability_Percentage_Material,Material_Type,Material_Name
12,1012,100,Pharmaceuticals,Pastes,Sachet,Alginate,North,72.93765379141828,24.64126143948111,101.41053385638986,1.171591170047928,86.47200339412538,51.401900051210816,101.51705231055071,79.70873584747943,42.09090090155583,Low,Moderate,3.308449368597244,0.8791701729226603,0.5130245378258873,nan,633.0459204304681,151.20913972741522,4.746604279539471,1.5280235241226194,73.65530872065398,33.05978105791517,76.13747291495314,60.574712408283105,Yes,0.7556571430025472,South,None,88.55483305484611,17.261320993323213,117.73288684797399,22.28821353213293,Lentil Protein,Lentil Protein Bio
13,1013,24,Food,Solids,Pouch,Cork Composite,West,90.92981200131132,9.520116006274307,218.83783629554543,1.7826502045267296,144.84705956372102,26.894190330403703,113.95348383911363,89.02490891491817,45.71396877967016,Medium,Moderate,3.374896609622884,0.48904043238383343,0.32996728873398196,nan,278.24405514535874,43.81601865257739,2.6736494102252566,1.424149212841143,30.70742355736354,95.51787278369956,66.4211721548648,92.31964996933543,No,0.18996202530441852,East,None,89.7183048206793,11.945431737499018,681.4300442295298,89.08677262180468,Sugarcane Bagasse,Sugarcane Panel
14,1014,3,Cosmetics,Powders,Box,Bamboo Fiber,East,77.38325451764565,13.40476290360783,73.99840671356007,1.5858187193311761,105.14729061756137,67.77755934220365,267.867494356145,48.14755045178764,45.56243235362,Low,Moderate,0.8884999156814013,1.2988660550226412,0.6953210547081535,nan,63.58611663273109,325.7241940744058,3.7246670083297135,2.95039252822596,30.02626942029819,70.65722348093092,72.93455529286402,61.58541152045099,Partial,0.9247216794868912,East,ECOCERT,83.1184552557648,4.934132207399108,265.60543628999034,36.179549229208185,PBS,Polybutylene Succinate
15,1015,22,Cosmetics,Powders,Jar,Cork Composite,Central,30.50294968661114,21.283209516392855,110.08803799046304,1.1362217615290608,224.87773585269102,46.77086140213541,266.63052510192153,92.8369320425182,38.547908306250065,High,Moderate,3.0017752587228825,1.9096228243028261,0.2743295999518799,nan,180.2821948625927,553.8906125207415,3.470814658157642,0.4580281216722245,48.29401912901802,83.30861866995394,32.17984228856502,64.07284165921625,Partial,0.3685488496735051,West,FSC,86.79135505111887,0.7469526237021884,143.14161196024278,80.58784698427971,Coconut Coir,Coconut Husk
16,1016,53,Food,Solids,Jar,Paper-based,West,95.24652293882383,13.421981372167156,154.30837570517951,1.7567595898183925,78.59993243127327,23.924110780719968,463.98819527828107,21.0387941016035,29.162940855062992,High,Strong,3.0545085684081066,1.2486684545501532,0.38643990506336146,nan,180.89876022560912,712.5704501362695,4.50892077867744,1.1063218151365892,27.562786234363283,49.66932435370883,35.5979967010033,84.35460552785277,Yes,0.1690328087547356,West,ECOCERT,55.80246830655312,4.640986125230494,125.04388032748325,47.84687315878611,Graphene-enhanced,Graphene Film
17,1017,2,Food,Pastes,Box,Bamboo Fiber,North,91.99144429062136,8.449108829645105,243.32063637544113,1.3125596230370857,225.0680574072403,91.09861847503942,83.08972925281537,51.92343419130856,28.121308405241763,Medium,Basic,2.415991824452567,1.9089026524313955,0.2933783401704476,nan,694.4687335974703,65.89534729467576,1.6974075764659238,2.4823091971293128,46.38273137161004,66.95170882069789,78.43818323108744,54.342440673608216,Partial,0.8252441345273359,East,ISO 14001,66.46038271832013,7.624054502193009,491.2387040005727,32.22705381988503,Alginate,Alginate Bio-Film
18,1018,88,Electronics,Mixed,Bottle,Cork Composite,West,47.846086232082854,13.331898934503988,371.67673907151914,0.9444766105775539,130.96516169914145,62.839771782925226,480.7576243205144,22.163006742111595,0.7446847782013143,Medium,Strong,4.7685667472679265,0.6941778502955029,0.7099449466499198,nan,676.838337606665,580.1733209416473,2.4877404197728805,1.9147972621818194,97.57541229798248,79.99923951691093,89.35358403674502,78.82301777993302,No,0.45664684059237537,West,ISO 14001,72.90494086659297,14.313506462017953,524.4963707639278,56.65631456790605,Avocado Seed,Avocado Seed Polymer
19,1019,30,Cosmetics,Solids,Pouch,Bamboo Fiber,Central,28.92266722813412,3.2951146057578873,109.70987532163065,1.9920996287309711,105.16806261374283,55.829027677297795,147.375607253454,19.619475746010732,36.15625637617884,High,Strong,0.585407742477573,1.8310073508917513,0.6098020807603018,nan,240.4153008945079,288.07185085933844,4.611293743930092,1.772520435452784,21.59608870278116,54.81039777662724,55.15952438280422,56.4114054782343,Yes,0.38845984099465836,West,ISO 14001,83.21615346922863,4.714181939497995,715.2228714905593,53.3974847081352,PCL,PCL Pouch
20,1020,38,Cosmetics,Liquids,Box,PLA,West,76.3323800631099,3.685170403202861,382.0813573591995,1.3107755995667827,110.8583717029679,84.4353046140376,486.5692141871749,95.38542506823283,11.41116809044283,Medium,Strong,2.0627970600794536,0.23400799650902215,0.4221579512549086,nan,31.936970076711695,137.61204821872775,3.1350928630457067,2.275362908034714,86.44342457746919,59.03490732849928,41.65376855833857,72.65736137299807,No,0.3294531763270562,West,None,70.88408469883787,5.599339735718793,457.03773032169454,98.47790979965116,Bio Polypropylene,Bio Polypropylene
21,1021,2,Electronics,Pastes,Jar,Alginate,North,78.26890421893779,17.50563453965139,434.77732837274937,1.4498630568513935,116.01415856579843,90.25553219852937,293.5958444611771,81.95632818427968,41.45200120278045,Low,Basic,4.420457822653147,0.7240804936859876,0.7526105827305138,nan,391.89834163881807,164.61360969389372,0.8211273638044192,0.31195242955605973,99.48973304114972,66.56638630913045,51.58488617111618,82.6778483764602,Yes,0.3305124700610569,East,None,68.74990104945743,8.98445367483274,334.9284579986173,34.443023416109206,Alginate,Alginate Bio-Film
22,1022,64,Beverages,Powders,Sachet,Bamboo Fiber,Central,91.74632358725657,22.97778610286377,343.165445098355,1.7695540769165128,151.3127969364756,36.52414011246585,343.40573566896353,2.168189747685191,27.73482384944515,High,Strong,1.9622543864250666,0.993997756636183,0.7492113463803213,nan,588.0679453109601,676.7186337479578,1.375178794443563,2.8529767554282253,54.91242192941246,25.072559274520323,58.84209755936368,41.43766196014386,Yes,0.6634410119228608,South,ISO 14001,78.17984892695151,1.3369579531421945,163.62755119126012,65.3696954873765,Zinc Oxide,ZnO Protective
23,1023,60,Electronics,Solids,Jar,PLA,Central,24.212460756086394,18.279114270468696,69.67656294250901,1.95305136214392,120.77646225276091,80.76083762562703,192.07794769729125,27.582786518707238,49.36366920694923,Medium,Strong,2.1519660645764076,1.309689573122061,0.5980675183137119,nan,218.0234873627462,596.5502744743404,1.5674675766297947,0.7355390582548593,95.44442949944391,89.05492170863879,74.10951495564842,44.86623905663136,Yes,0.5406481445198752,East,ISO 14001,69.72144344741756,15.483828828614914,28.714222244385024,68.9544758936109,Activated Carbon,Activated Carbon Film
24,1024,21,Pharmaceuticals,Powders,Sachet,PBS,West,31.33630704218975,2.3280243961052514,248.2941591173486,1.8474654199523788,179.44126940763752,82.33099450806989,325.32077799481783,21.308389854318566,10.59264685680719,High,Moderate,3.357955708162916,0.5953370974479657,0.7243955432745489,nan,337.3308182346385,248.21035390218876,4.972034719754071,0.4291450750474458,40.891589478189026,89.33423486020315,58.66313972098706,91.39058955236257,Partial,0.46764162366368944,East,FSC,53.627045798737825,2.0357151995329605,642.9744690492963,62.633785090298666,Jute Fiber,Jute Fabric
25,1025,33,Cosmetics,Pastes,Pouch,Cork Composite,Central,67.85990343033458,10.370942470259639,347.0297007350749,1.43006384936188,135.03580141658622,24.080209600819927,369.873400954729,15.566283834314664,36.20092152522076,Low,Basic,3.34453957041893,1.8492362078631202,0.6035751849933522,nan,150.9524431967099,688.1331858139937,1.508625455255774,1.149070017202773,98.58378409993728,42.51341382455874,92.79287871993841,84.8706250538279,Partial,0.4470414958619222,West,ISO 14001,98.47084174092936,14.871864872651548,575.8640990398999,47.92314888297775,PBS Blend,PBS Pellets
26,1026,76,Food,Powders,Sachet,PBS,West,69.5305240696066,0.5625629125675615,490.33091057329057,1.4548352906397384,184.32874193654138,73.39580863837045,54.6665752815375,70.04383050709961,27.421935048615108,Medium,Moderate,0.1633646942718888,1.807957456296378,0.5397483072796924,nan,259.17668866137876,103.67731412760033,4.413578322269252,2.1665974513742627,88.92410487545467,90.385802941776,58.084867631029084,88.23552363321207,Partial,0.14200105574071253,East,ISO 14001,96.3081028166367,5.725264293300117,581.2017197930305,78.34758514868851,Honey-based,Honey-Sweetened
27,1027,58,Pharmaceuticals,Solids,Box,Paper-based,East,22.6887729852005,13.024565211478006,478.3137746311591,1.1370643239315954,170.8852836703204,24.722591134968276,65.40279133176679,57.11694530221121,46.59716154521001,High,Moderate,2.3057022592591214,1.600679859801469,0.39454811254855526,nan,561.1971020068232,255.77551026308726,0.8514304247721266,0.8481531046435109,90.77580560342922,79.61558461270006,42.69614632747271,64.1417917153486,Yes,0.8278771369331004,North,ISO 14001,51.95043847227595,9.468644126464865,235.09822950282805,76.81840884096187,Dolomite,Dolomite-Enhanced
28,1028,22,Cosmetics,Pastes,Sachet,PLA,Central,51.754564084932674,5.233509879605359,228.06641949796344,1.3553634537909005,98.89079448585227,64.60049347924254,493.9146553722347,45.93952250426096,13.373086039774371,Low,Strong,1.700883631257127,0.23758142473354701,0.29142883347336757,nan,329.7968922483414,487.04481834647214,1.3177431204823515,0.3396114639639124,30.431868705182694,58.65531262829886,47.38412246886517,79.39935303409048,Partial,0.926847745851586,East,FSC,76.459337449347,8.502714129963303,261.0416357794288,95.90360625200988,Coconut Coir,Coconut Husk
29,1029,89,Electronics,Liquids,Bottle,PBS,West,66.73293850208393,21.76959289385209,327.1689825012917,1.9362066586101767,212.55465757001767,70.19275828540054,255.90069720176695,19.76020878554161,3.0659361192646197,Medium,Moderate,3.1570914733765916,0.1657989927651867,0.14218015107863585,nan,343.08959063414625,729.5933535172214,4.424248452514993,0.36075597020254413,89.60499342763501,47.821121978247014,62.561638341117195,94.90513803416877,Partial,0.8022063215094472,West,ISO 14001,85.63869844048034,5.438599442809817,572.0618223573539,97.6963194334992,Walnut Shell,Walnut Shell Filler
30,1030,49,Pharmaceuticals,Solids,Box,PBS,East,79.0329066521387,3.0562087952925188,450.8668163127133,1.6723291327263876,209.79629355458468,47.52940162632274,471.1178864464496,28.484187571884004,27.238895101805205,High,Strong,2.800726462691594,1.00128159568749,0.6606089800547607,nan,582.6861526140364,355.9492019632639,4.545214145296683,0.9184156562831709,95.34583925365835,51.95031362027397,84.77238724308842,63.789218120543524,Yes,0.4512670322907655,South,None,80.49314162232537,5.486399444088286,501.92311706967047,21.52491029061632,Gum-based,Gum Adhesive
31,1031,91,Cosmetics,Mixed,Pouch,PLA,Central,45.29205534226628,0.535118266852245,423.97081131928843,0.8142523888898395,247.79609340327508,86.05906224932436,378.4539275675009,36.25400385343469,26.128489749940485,Low,Moderate,3.271765054212804,1.5330340738348747,0.18551415658401738,nan,564.0809196187179,597.5004218941615,1.2928831337876054,0.578766795547057,85.52383832799963,62.75351323450152,90.85848065326272,86.57289063972415,Partial,0.9721936038442237,East,ECOCERT,67.66933189691413,19.006472462128396,474.2131380555622,65.4444052062714,Cotton Waste,Waste Cotton
32,1032,59,Beverages,Solids,Box,Alginate,East,58.71227944174731,11.553078056287129,265.7398253507374,0.9398081381872893,85.01002688669128,80.03837802256042,217.8357385853234,78.76278589739813,15.654190277698593,Low,Basic,3.2861485632047196,0.2552394268934099,0.38724446846186467,nan,161.0069562986636,671.1061247263099,1.5343348288927368,1.2428127093485664,27.309121859766996,53.0016561513273,42.97035035824524,44.3605657186228,Yes,0.6186443934296748,South,FSC,90.16376269611388,6.456697274932693,404.92707431080305,85.64740503623204,Biochar,Biochar-Infused
33,1033,42,Beverages,Pastes,Bottle,Bamboo Fiber,Central,85.12438978496074,4.30811594618061,167.55859890123054,1.9085735239494261,219.56764385473707,89.44697852160472,117.87890209633842,98.92975392378337,49.32823610441703,Low,Basic,1.3116157134727866,1.2864605592026772,0.2642439499717293,nan,320.6905255909976,36.73989668187909,2.887552990994721,0.6846046353384823,26.782130592437944,53.61906592873218,30.243033540293425,69.91244802763774,Partial,0.7740828545710068,North,None,80.73735826328041,4.07029790395197,268.905043804497,96.23095279571935,Bio Epoxy,Bio-epoxy Coating
34,1034,92,Food,Solids,Pouch,Paper-based,North,96.31160511181923,18.58066636574146,111.69497605947484,1.8184631947131369,224.39618450852302,43.616714497323635,490.16827987259535,19.213728412950708,3.57860006529086,Low,Moderate,1.2700005846174651,1.0604322282935907,0.41823840934916867,nan,624.2004853488513,232.25850996542047,0.7370732844714087,1.1640801455154701,48.6084794901268,36.24986988988374,90.85861681903083,58.328190043373965,Yes,0.7412233276628698,South,FSC,61.94651524949965,5.384599449352917,541.1198530256712,14.274677731340546,Wool Fiber,Wool Blend Felt
35,1035,60,Cosmetics,Liquids,Jar,Paper-based,North,38.42517403118764,23.038400928644176,269.5910697874666,1.3833973588980761,178.43283332047403,21.614585004635817,313.02331569427423,34.81074422043704,28.519052887707545,Low,Strong,1.8828978553646083,1.4547189452714009,0.3204886778271936,nan,349.71637771115167,100.25182711991897,4.753778753549122,1.4445639662665917,76.3940533847088,76.62496041249526,45.97375269527241,68.76997195337162,Yes,0.707813362373509,East,ISO 14001,80.56163587366818,14.056430774921964,263.46278266867307,94.908461563269,Activated Carbon,Activated Carbon Film
36,1036,80,Beverages,Liquids,Bottle,Cork Composite,West,40.243376465591695,1.5274813504128955,375.28064390448014,1.5403739370407104,151.2769555565381,80.8595950248164,136.56048051582496,28.739953107916627,13.084823902350076,Medium,Strong,1.2476943796566353,0.8763967000708731,0.6807856923784454,nan,493.23443804893355,573.2421743301837,2.129345262912572,2.2791097831017946,20.99622625337327,68.76732583604566,87.51639178621059,46.27409144612716,Yes,0.641986427815636,South,ISO 14001,63.73356406273314,6.523120188774893,536.3327944202344,22.54632918910351,Algal Lipid,Algal Oil-Based
37,1037,15,Electronics,Mixed,Pouch,Bamboo Fiber,South,95.18545499471004,10.191761741944369,486.39637094731967,1.1475752124568699,241.45191123380667,36.72330169973306,356.74384113263613,5.362672064635285,0.19540938168214222,Low,Strong,3.4298999852024012,1.389660228467818,0.7847249928678754,nan,244.17350451723033,426.9352988256908,2.7017958460286833,0.8367186752420506,96.05165969575688,99.35211896172981,68.55235366099727,60.222506363206236,Partial,0.21161207019680128,West,ISO 14001,79.79249241850863,3.8463118712774063,139.01081666778933,57.245028265353326,Starch-based,Corn Starch Polymer
38,1038,62,Cosmetics,Powders,Sachet,Cork Composite,North,51.672892061014686,24.921966913738267,437.81670717039,1.7513969025205087,244.53838557526586,55.03670304252917,91.42182942365204,22.70266683653088,49.39367196050005,Medium,Moderate,3.0341865773610723,0.32762125625328714,0.7590883430368215,nan,71.69099309336123,96.89196062541126,0.9727175980739668,1.5301785669762848,62.03594128907467,31.299536336197615,58.28808800917963,44.209135539232996,Yes,0.29445372830837013,West,FSC,88.2159205868237,8.582456902830863,431.0344530357203,65.42882720235751,Copper Oxide,Copper Oxide Film
39,1039,62,Electronics,Pastes,Box,Paper-based,South,77.46786596165941,18.450463265016378,141.90842986167274,1.523980936267328,178.3394912684402,81.29908788980231,440.6167758830718,90.25978039509585,24.13248055178083,Medium,Strong,1.1211156828781481,0.4370426037309414,0.5356589431417337,nan,145.42932208228996,324.50706258050957,0.6464508554482294,2.4829945390314503,48.6697954146848,29.09906789880167,40.272996198925604,64.92012256014291,Yes,0.8867175048290004,North,FSC,65.12720245848868,2.7921607113387887,260.84468634328755,87.95166209283371,Copper Oxide,Copper Oxide Film
40,1040,47,Electronics,Pastes,Pouch,Bamboo Fiber,East,68.9812182983901,23.853097270792276,373.90015707011145,1.633790846547098,121.91197158483249,36.210138400646805,90.56180626490253,84.44295970836724,42.87380562545943,High,Moderate,4.4263188035584715,1.8076347869898688,0.7854935832518772,nan,311.2046245022631,389.7785605371416,2.6051760791145235,2.961856130732747,64.89831433524358,61.27458393086403,77.04259630580418,64.29871873792852,No,0.1799596283449847,West,ECOCERT,64.12608795096384,8.273984044363425,604.8617781291241,80.36751672422905,Pullulan,Pullulan Sheet
41,1041,62,Beverages,Powders,Box,PBS,East,42.8470143835245,4.520040487795812,180.0955642362937,1.2498918056107975,213.4330366931888,43.39315720897428,156.28746123102604,17.592134196360874,42.019355258591645,High,Basic,2.3302799446021183,0.6654563998419382,0.3805058607721452,nan,277.4269198722418,518.4260100803058,1.0475031653859206,1.7604572762702932,77.2628957339051,32.15926108080593,87.27101575647569,58.13405774572356,No,0.1519616610172022,East,ISO 14001,86.33512325579485,17.313303849746585,378.64708267947697,93.45278067925565,Copper Oxide,Copper Oxide Film
42,1042,51,Cosmetics,Liquids,Sachet,Alginate,South,72.284977756642,5.923529707552862,357.5626674951184,1.3165256078137766,67.85109344298459,52.930998975334184,91.14386244231892,37.25013824901274,40.63269049654205,Medium,Strong,0.6789134552937485,1.971156571524736,0.4657412107641259,nan,656.9485325537881,575.6389649781712,3.336434097006385,1.410497028394491,41.86232701860185,68.84969208533455,62.27658808034213,92.15716294995914,Yes,0.28416076711576843,North,ISO 14001,75.41850242183993,7.771787039138204,455.5309140545469,78.73702817832825,Silica-enhanced,Silica-Enhanced
43,1043,55,Pharmaceuticals,Liquids,Pouch,PBS,West,72.44527207655787,4.292875394622236,349.6124572073477,1.0492184995573481,108.11912880595729,40.386863762408076,96.7042475822596,31.769502471924113,23.004960912131565,Low,Moderate,1.1041796610533312,0.1019471493236855,0.2797948824764746,nan,411.9358693355969,91.51054136377527,4.075165865012995,1.9682927617003898,43.28989177822905,35.68920869352064,61.244874352614744,44.561345654823214,Yes,0.3624930997498226,East,None,56.94002901823697,10.525690508784924,60.77771247159383,33.873660735476264,Mica Composite,Mica-Reinforced
44,1044,64,Beverages,Solids,Jar,Alginate,Central,67.3954548327261,7.908041327510488,172.59377131649364,1.9376630515050461,247.11085895457003,54.599106725212145,285.72536914663215,15.62633999736149,44.80672326096562,Low,Strong,2.7222602874952098,0.996792871756285,0.7285877725047378,nan,469.0087779658746,371.35191701405023,0.6425200927530057,1.561627849553113,57.45414799298818,58.63987982968311,82.8695369337079,85.36832560379995,Partial,0.5531295350665788,North,ISO 14001,77.2847710978447,15.88824676654215,361.5251098916281,17.884870108575768,Zinc Oxide,ZnO Protective
45,1045,3,Beverages,Mixed,Bottle,PLA,South,27.97286598796103,18.24740967406177,155.4748790977789,1.9358684244638893,212.8666774413939,20.719748337089502,359.14541115172653,62.598612754144916,18.426884229670367,Medium,Moderate,1.725198881455195,0.6567244572482418,0.2257963847951722,nan,512.0779002873257,142.78640510992005,3.2550012609848116,0.661318599121596,73.59445812481502,68.90491598739364,65.00830291106452,59.52099256731683,Partial,0.6055380634124838,West,FSC,83.16045275945007,10.561511268952357,569.9342260775761,15.56570344526651,PBS,Polybutylene Succinate
46,1046,51,Cosmetics,Mixed,Pouch,Cork Composite,South,99.61374578992302,4.541193188575611,96.77199316501662,1.781301496687885,237.91649431382476,35.91409795634954,404.8168025056791,56.17247827616338,20.47850722155841,Low,Strong,4.263548586142618,1.9919704237313356,0.5273412313260716,nan,402.1381512755607,557.2788885462274,4.170320378247042,1.486452109807362,76.50962679374359,56.64326312279388,84.99288093243968,50.96225452077702,Yes,0.7906723281602464,West,FSC,74.56578639172541,1.4240827604328903,627.7904423824508,8.753713989044897,Silica-enhanced,Silica-Enhanced
47,1047,7,Cosmetics,Mixed,Sachet,Cork Composite,South,52.033316893666196,13.343733928140567,72.74283656208202,1.9226661430390206,168.9589142771514,82.44150197472317,362.77488032094203,43.272141941098795,12.859689272953295,Medium,Basic,2.498940266640742,1.980169165165594,0.6596178830810178,nan,568.7519685601446,490.3681837367089,2.477425907893882,2.94148085657589,45.92453115389122,45.598824367774796,33.78814937644499,54.99073958700355,Partial,0.07340668728700228,East,FSC,81.20806236671642,4.689965651698846,526.4538534443551,93.24006582827758,Mushroom Leather,Engineered Mushroom
