material_id,material_type,tensile_strength_mpa,weight_capacity_kg,density_g_cm3,biodegradability_score,biodegradation_time_days,co2_emission_score,recyclability_percentage,production_cost_per_kg,co2_impact_index,cost_efficiency_index,material_suitability_score
11,Recycled LDPE,0.02056264828832899,0.286634460547504,0.9799999999999998,0.6637894736842107,0.4452843299278846,0.1847564970517579,0.45544117647058824,0.27363164162972003,0.6978468288735019,0.38270647599886193,0.4629410328325289
12,Polycaprolactone (PCL),0.9701728618235226,0.36696031069432605,0.5399999999999998,0.9907368421052634,0.8677227313701922,0.3083642716750381,0.6527941176470587,0.7015182297661104,0.7735977403234717,0.5205326598489104,0.6513654773207378
13,Recycled PP,0.8326742740933228,0.08383063370275645,0.1399999999999999,0.8233684210526317,0.2121769831730769,0.48700589648394854,0.36720588235294116,0.20699766811116999,0.5769487545444034,0.5921524050943558,0.5592909546351116
14,Cork Composite,0.21240537792339842,0.05219285781945626,0.8600000000000001,0.745684210526316,0.7764235276442306,0.6073378466914174,0.775,0.24202604109328552,0.575036339812186,0.3825690542855422,0.40950198121337683
15,Chitosan,0.1819003502429104,0.25338637870607184,0.74,0.20800000000000018,0.2117356520432692,0.9266215330858267,0.9039705882352941,0.9864390156026379,0.27988335110414553,0.13601041244363948,0.20988617831401224
16,Seaweed/Kelp-based Polymer,0.1834820924189357,0.0741687979539642,0.5199999999999998,0.8762105263157896,0.22319148137019226,0.3839266215330859,0.2823529411764706,0.36854852430468676,0.627370435363488,0.32987585738999525,0.4086636061386833
17,Jute Fiber Composite,0.30425940571686816,0.10372264847968171,0.30000000000000004,0.5256842105263158,0.9160531850961537,0.7032103079274952,0.965,0.7295909686846345,0.4991001091941471,0.23055822878511117,0.3326615406113583
18,Polycaprolactone (PCL),0.5249124392723985,0.8130150610969025,0.45999999999999974,0.8892631578947368,0.6499399038461537,0.9611268835990392,0.6227941176470587,0.8400504408570941,0.41077432909831313,0.46535807376795263,0.4842457111834365
19,Bagasse Fiber Composite,0.43204157722291264,0.03874206687505921,0.3400000000000001,0.32989473684210546,0.8432617187499999,0.15243502948241971,0.8782352941176471,0.34644061689968875,0.6983979651349512,0.40265884646951605,0.4875010890515841
20,Seaweed/Kelp-based Polymer,0.2912665235566603,0.658994032395567,0.74,0.062105263157894885,0.6983079176682692,0.8628521511246998,0.10397058823529415,0.35676898287612957,0.10799962103207739,0.5423705736352163,0.3551741334621402
21,Natural Fiber Composite,0.6120212405377923,0.2725206024438761,0.74,0.476,0.05006760817307693,0.42083424328456,0.2514705882352941,0.7730261511824578,0.4826769960047788,0.3561520924215174,0.42398581966868537
22,Cellulose Acetate,0.1395322562422325,0.871649142748887,0.0,0.2698947368421052,0.15955528846153844,0.7324743393754094,0.3210294117647059,0.6068015092224701,0.27893713371786805,0.46063381600834785,0.39694651978959833
23,Polybutylene Fumarate (PBF),0.2921703762286747,0.484986265037416,0.11999999999999988,0.7151578947368422,0.5398418719951922,0.2935138676566935,0.3027941176470589,0.3613526956835036,0.6283492581221176,0.48860591410642573,0.5244977330180265
24,Nano-cellulose Composite,0.3663992769178624,0.3055792365255281,0.5199999999999998,0.9570526315789474,0.2632399338942307,0.3341340904127539,0.17191176470588232,0.7494870845384761,0.6544310972084837,0.3017987202176267,0.44968977831478324
25,Cork Composite,0.45621963619929945,0.5176660035995073,0.8200000000000001,0.6909473684210525,0.44591346153846145,0.027080148504039947,0.8682352941176471,0.863719612886438,0.8673911950978253,0.34667784678506686,0.5830161807330375
26,Recycled PET (rPET),0.7853349903965654,0.3819266837169651,0.9599999999999997,0.8869473684210527,0.22069373497596154,0.9716095217296352,0.4186764705882353,0.23453997738167914,0.3640147437791453,0.6563625112813875,0.5248770694355662
27,Seaweed/Kelp-based Polymer,0.199751440515196,0.5642701525054465,0.6199999999999999,0.4530526315789474,0.9073204627403845,0.8137147848875299,0.9630882352941176,0.023689188242476428,0.4216760440887428,0.6197308026092022,0.4929648979812423
28,Polybutylene Fumarate (PBF),0.5144051519602304,0.11442644690726533,0.32000000000000006,0.7715789473684211,0.6189716045673076,0.09390696658659081,0.583529411764706,0.2736816821625516,0.8012260832701721,0.4791768067952281,0.5750443159129096
29,Blended Starch,0.5925884080894814,0.9970635597234063,0.21999999999999997,0.8429473684210529,0.8679574819711537,0.9997816117056126,0.1383823529411764,0.6743462204385552,0.28066987526174486,0.6071571021684442,0.5140959877533645
30,Paper-based Composite,0.04643543102474297,0.42549966846642046,0.8400000000000001,0.7109473684210526,0.5356727013221153,0.6051539637475432,0.5458823529411766,0.9153013941292445,0.5198836992407795,0.17545997219565124,0.32533097852368864
31,Polyhydroxyvalerate (PHV),0.6077279403457236,0.3482049824760823,0.8600000000000001,0.5077894736842108,0.9031982421874999,0.8538982310548155,0.9935294117647059,0.8630690859596271,0.4240936089307966,0.34155224246269095,0.40185163283957565
32,Coconut Coir Composite,0.1706021918427296,0.710239651416122,0.4999999999999998,0.6258947368421055,0.5739933894230768,0.06660842978816328,0.5651470588235296,0.22165954423082695,0.7674936179232559,0.5755887352853247,0.6253171256093174
33,Cellulose Acetate,0.06507739238504123,0.363834422657952,0.5199999999999998,0.7004210526315788,0.089111328125,0.38960471718715883,0.0019117647058823906,0.881023629139603,0.5157063101370707,0.1762640928570568,0.3196793427019503
34,Polylactic Acid (PLA) Blends,0.9490453056151846,0.8333806952732785,0.21999999999999997,0.2530526315789474,0.4667687049278846,0.6697968988862197,0.9330882352941178,0.8106966642980813,0.4276349870893979,0.6104491345473064,0.5934762487435281
35,Polybutylene Adipate Terephthalate (PBAT),0.9658795616314539,0.4542957279530169,0.45999999999999974,0.8096842105263158,0.7479623647836537,0.10635509936667376,0.2348529411764706,0.7343047868773706,0.736698301709852,0.532330672124393,0.6496291184921451
36,Nano-cellulose Composite,0.8086091967009377,0.7196173155252439,0.6199999999999999,0.9503157894736844,0.39928260216346156,0.48897139113343524,0.6885294117647057,0.688097358860677,0.6783149236283288,0.5832290101235836,0.6574402247233831
37,Recycled HDPE,0.30471133205287537,0.10741687979539644,0.3800000000000001,0.4652631578947368,0.8761925330528845,0.4426730727233019,0.5151470588235294,0.8070537135079414,0.521271822771476,0.20081697815130498,0.3300483415539396
38,Polyhydroxyvalerate (PHV),0.09772907016156365,0.8461684190584446,0.8800000000000001,0.7010526315789474,0.07181490384615384,0.21598602314915927,0.32544117647058823,0.8617380077863068,0.6674110131932223,0.3384740436514797,0.4967437716598816
39,Recycled HDPE,0.6844424358829511,0.7357203751065644,0.8800000000000001,0.7370526315789476,0.4607403094951923,0.3002839047827037,0.28264705882352936,0.8190834576006565,0.6275032488470382,0.49841546025659206,0.5923837647404037
40,Seaweed/Kelp-based Polymer,0.44028923285504457,0.2117078715544189,0.9200000000000002,0.6623157894736842,0.4164569561298076,0.9672417558418867,0.9288235294117647,0.12125821915751761,0.4008385648035149,0.547095843659832,0.4443734738262851
41,Polycaprolactone (PCL),0.12202011072195229,0.1452117078715544,0.020000000000000018,0.5471578947368421,0.6085392878605769,0.28870932518017023,0.9119117647058824,0.7220448563336301,0.702175058772144,0.19135160304459997,0.38413384658604827
42,Nano-cellulose Composite,0.49531126426392486,0.31628303495311166,0.09999999999999987,0.8816842105263158,0.09760929987980768,0.21336536361651004,0.5130882352941176,0.8412914460713177,0.7604402284084633,0.3069617113365839,0.5081202058197225
43,Mycelium-based Material,0.03434640153654954,0.9761295822676896,0.09999999999999987,0.44884210526315793,0.8284348707932692,0.5363616510155056,0.2585294117647059,0.1851699876900289,0.4181776884241357,0.6290748000652602,0.5199485937761823
44,Cork Composite,0.909501751214552,0.25679643838211613,0.5799999999999998,0.06105263157894747,0.3019080528846154,0.6711072286525444,0.10235294117647065,0.2132827590348182,0.20323276338270618,0.6645763532650731,0.4637534656187786
45,Alginate,0.25884080894814143,0.4560954816709292,0.15999999999999992,0.8446315789473686,0.8544921874999999,0.7252675256606245,0.15661764705882353,0.7859266005464426,0.422079240265663,0.30011024696714417,0.3603694239550299
46,Polycaprolactone (PCL),0.6626369901706022,0.029932746045277986,0.4999999999999998,0.6738947368421055,0.015559269831730768,0.7543131688141516,0.5222058823529413,0.3435182497823236,0.42945301311614414,0.47036362095183465,0.42918362724877956
47,Blended Starch,0.31182917184498926,0.39717722837927444,0.8200000000000001,0.8492631578947369,0.38588303786057687,0.03690762175147411,0.3077941176470588,0.3993334601026831,0.7978839600220957,0.45296853602620585,0.571241638441747
48,Cellulose Acetate,0.5201672127443226,0.5713744434972057,0.7,0.13852631578947383,0.25987830528846145,0.3937540947805198,0.042058823529411704,0.37677518790220066,0.35309261205246456,0.5767524217115783,0.48109217912977
49,Polybutylene Adipate Terephthalate (PBAT),0.5468308665687494,0.9532064033342806,0.26,0.030736842105263174,0.4548903245192307,0.774186503603407,0.45514705882352946,0.21231197269788527,0.21315721259458134,0.7650863918917549,0.5413011687848375
50,Polycaprolactone (PCL),0.1849508530109592,0.5167187648006062,0.5599999999999998,0.934315789473684,0.2353233924278846,0.9050010919414719,0.7461764705882351,0.9388604769863589,0.47702948498901626,0.23495669454892606,0.3549614335963334
51,Recycled LDPE,0.9698339170715173,0.8191721132897605,0.6199999999999999,0.1477894736842107,0.044508713942307696,0.6023149159205068,0.8917647058823529,0.8058227164002842,0.42153232532148044,0.6143727225482696,0.5932626221840278
52,Jute Fiber Composite,0.7752796294204045,0.547125130245335,0.42000000000000015,0.8096842105263158,0.24688251201923075,0.052413190652981,0.5852941176470589,0.2500525425594732,0.833757491360816,0.6967004108759326,0.7444236368612734
53,Jute Fiber Composite,0.9396678341430347,0.040731268352751704,0.1399999999999999,0.8231578947368421,0.3136737530048077,0.39681153090194377,0.7232352941176471,0.10548544320899927,0.6931886617936102,0.6519255534651361,0.6360855963530772
54,PHA (Polyhydroxyalkanoates),0.8950401084623205,0.31495690063465004,0.8800000000000001,0.7086315789473685,0.9712383563701921,0.07425202009172294,0.36411764705882355,0.37222149941452576,0.7482869930501138,0.614110502963281,0.665958699315055
55,Polybutylene Adipate Terephthalate (PBAT),0.5980115241215682,0.5755422942123711,0.8800000000000001,0.13115789473684214,0.28914701021634615,0.7486350731600788,0.4961764705882352,0.41495611445270664,0.26426512595866025,0.5860836997190991,0.4574949121044977
56,PHA (Polyhydroxyalkanoates),0.9220427070387527,0.9506488585772475,0.8200000000000001,0.6673684210526316,0.09467022235576923,0.06355099366673933,0.7295588235294118,0.006405188202443984,0.8143467941883022,0.9592453944038226,0.89670603199845
57,Poly(3-hydroxybutyrate) (PHB),0.08846458027341542,0.8592403144832812,0.8600000000000001,0.8890526315789475,0.4413405198317307,0.18584843852369515,0.7276470588235294,0.887178614677889,0.8193209819765426,0.32944002255585336,0.5542748912886281
58,Recycled PET (rPET),0.19602304824313632,0.22828455053518998,0.6799999999999999,0.4254736842105262,0.9028038611778846,0.4171216422799737,0.42455882352941177,0.8512795364245036,0.5039930488290534,0.18678046506369644,0.31874016543493255
59,Cellulose Acetate,0.045192633600723064,0.22004357298474947,0.42000000000000015,0.41347368421052644,0.634990985576923,0.46276479580694474,0.5436764705882352,0.8501586284890761,0.5013950014773326,0.13950741058001132,0.2828845854814848
60,Polyhydroxyvalerate (PHV),0.32538696192520616,0.2010987970067254,0.11999999999999988,0.44294736842105276,0.4288799579326923,0.4066390041493775,0.9238235294117646,0.8057626677608862,0.61432941433398,0.23564066057522498,0.39263660585687515
61,Maleic Anhydride Grafted (MAG) Polymers,0.38876963055022024,0.9226105901297716,0.8200000000000001,0.08231578947368412,0.9202786959134615,0.46341996069010705,0.6320588235294119,0.7330337573434481,0.4193965212029341,0.5002005632666182,0.4989768558558201
62,Polybutylene Adipate Terephthalate (PBAT),0.2713817647723421,0.8527043667708629,0.26,0.8920000000000001,0.39368614783653844,0.713474557763704,0.6426470588235295,0.6343438184929792,0.5393921328828539,0.4834883120657698,0.5215607911337701
63,Starch-based Polymer,0.8289458818212632,0.7749360613810743,0.17999999999999994,0.869263157894737,0.8891132061298076,0.36929460580912865,0.7845588235294118,0.9603779061039441,0.7330434091697391,0.49701342051912356,0.6524109261957788
64,Polyhydroxyvalerate (PHV),0.3567958422777087,0.3927252060244388,0.40000000000000013,0.9978947368421056,0.5169489933894229,0.5479362306180391,0.11529411764705888,0.711616409291526,0.5484591292730239,0.3402097507740338,0.4304196568490378
65,Nano-cellulose Composite,0.2809851994124957,0.5044046604148906,0.6599999999999999,0.5852631578947369,0.8721454326923076,0.30334134090412745,0.5229411764705882,0.6300703569891611,0.628496512210475,0.3835888151525515,0.48337311692794926
66,Recycled HDPE,0.5427635295446842,0.46433645922136974,0.5599999999999998,0.7511578947368422,0.7195387620192306,0.35378903690762176,0.9594117647058823,0.7887789109178434,0.7403352029084183,0.3866184322626789,0.5514914529450442
67,Starch-based Polymer,0.14100101683425603,0.25338637870607184,0.5399999999999998,0.20273684210526333,0.6579871544471153,0.6138894955230401,0.3616176470588236,0.24577908105565505,0.3261998342818237,0.42000458623983633,0.33792050776269683
68,Paper-based Composite,0.8023952095808382,0.5050677275741213,0.11999999999999988,0.667578947368421,0.8921274038461537,0.4905001091941472,0.29485294117647054,0.9672434672084389,0.5139942178487468,0.4053414942631123,0.49848057856023964
69,Seaweed/Kelp-based Polymer,0.07456784544119308,0.030406365444728606,0.15999999999999992,0.6496842105263159,0.9957275390624999,0.7233020310111378,0.6011764705882353,0.018484972827990664,0.4534895417699729,0.42409827413458023,0.36153254745041347
70,Gelatin,0.9871200994237939,0.1317609169271573,0.020000000000000018,0.901263157894737,0.8989351712740383,0.5606027516925094,0.2211764705882353,0.6482350704070295,0.5343128656398135,0.47637027674247356,0.5161613585880099
71,Recycled HDPE,0.7724550898203593,0.8866155157715259,0.24,0.830736842105263,0.12303748497596154,0.8036689233457088,0.5558823529411764,0.07646193416667496,0.45856306154695975,0.8671364080108956,0.6961868483823308
72,Cellulose Acetate,0.19873460625917977,0.7517287108079949,0.5399999999999998,0.9385263157894737,0.19885253906249997,0.4435466259008518,0.15558823529411758,0.8533111820574664,0.5909022288452397,0.3438145222971658,0.4689330321636797
73,PHA (Polyhydroxyalkanoates),0.005536097616088573,0.4228473998294971,0.11999999999999988,0.8688421052631579,0.973576472355769,0.4911552740773093,0.5798529411764707,0.9677338644301885,0.6310455827755869,0.1414215034616003,0.35182518423943343
74,Polycaprolactone (PCL),0.8156140549090498,0.5171923842000568,0.15999999999999992,0.8686315789473686,0.4202411358173077,0.6700152871806071,0.6023529411764704,0.40825068305327306,0.5460524183292012,0.6365416585114227,0.6063182746471603
75,Chitosan,0.7070387526833126,0.3699914748508099,0.76,0.06378947368421062,0.19608248197115383,0.22122734221445728,0.41838235294117654,0.8571643030854992,0.49219964158626983,0.38024334702603707,0.45668021819833504
76,PHA (Polyhydroxyalkanoates),0.7291831431476667,0.7408354646206308,0.28,0.8458947368421055,0.1355449969951923,0.38611050447695994,0.38279411764705884,0.33530159429137596,0.6372719923435635,0.7068849446139389,0.6846646355598307
77,Recycled PP,0.7714382555643429,0.7842190016103059,0.6399999999999999,0.6075789473684212,0.04434908353365384,0.6250272985367984,0.24544117647058816,0.15883865931404434,0.4188482702362448,0.803161713426777,0.6443697191826736
78,Polycaprolactone (PCL),0.07411591910518583,0.7633797480344795,0.9599999999999997,0.380421052631579,0.3455341045673077,0.028827254859139506,0.3308823529411765,0.2761837088041313,0.6658891589481393,0.5407752166202471,0.5664153169413211
79,Polybutylene Adipate Terephthalate (PBAT),0.35849056603773577,0.7226484796817279,0.8400000000000001,0.05642105263157893,0.0029766376201923045,0.43699497706922896,0.4983823529411765,0.3013941292446881,0.3981052978430945,0.6037840620179639,0.5088696485163697
80,Polybutylene Succinate (PBS),0.11591910518585469,0.20441413280287962,0.9200000000000002,0.6776842105263159,0.28969163161057687,0.5990390915046953,0.24764705882352944,0.6304906974649465,0.453315129170253,0.2439036924106417,0.31092085243123135
81,Polyhydroxyvalerate (PHV),0.8632922833578125,0.3379748034479492,0.8800000000000001,0.32821052631578973,0.610210712139423,0.9676785324306618,0.7827941176470589,0.7961048449243886,0.27118271520881776,0.4419381880719731,0.4053750699928925
82,Gelatin,0.6234323805219748,0.4698304442549967,0.07999999999999985,0.46778947368421053,0.06105393629807693,0.8772657785542697,0.708970588235294,0.20469580360091671,0.3434980704751871,0.6461005259927248,0.5051657210648619
83,Polybutylene Succinate (PBS),0.33092305954129475,0.33077578857630013,0.6399999999999999,0.6816842105263157,0.1898662860576923,0.2808473465822232,0.26926470588235296,0.08759094866842138,0.6179345310432536,0.5634732749679099,0.5387330072162249
84,Cellulose Acetate,0.06360863179301773,0.754949322724259,0.8,0.9117894736842107,0.8852726862980768,0.5073160078619787,0.09750000000000003,0.22113912268937835,0.5393788381742738,0.5571117372794316,0.5204520256332099
85,Polycaprolactone (PCL),0.31103830075697664,0.3293549303779482,0.3600000000000001,0.8254736842105264,0.26588792067307687,0.0563441799519544,0.00014705882352938904,0.29608983276453926,0.7194994270518865,0.47368203623466176,0.5413119084281118
86,Coconut Coir Composite,0.32527398034120436,0.1382021407596855,0.07999999999999985,0.4505263157894739,0.5010704627403846,0.24088228870932515,0.596764705882353,0.279346270479088,0.6340696915586501,0.42730432813863173,0.4708972199890017
87,Starch-based Polymer,0.7297480510676759,0.39897698209718674,0.06000000000000005,0.3877894736842107,0.0816368689903846,0.7750600567809565,0.2113235294117647,0.21943774457310417,0.2710715195971379,0.6508424121202171,0.48163807600342823
88,Maleic Anhydride Grafted (MAG) Polymers,0.6376680601062026,0.9800132613431847,0.3400000000000001,0.23978947368421055,0.6096660907451922,0.12338938632889263,0.0126470588235294,0.46568720663737617,0.5127715607055228,0.6990295137798657,0.6464885619390941
89,Mycelium-based Material,0.8873573607501977,0.22582172965804675,0.8,0.372421052631579,0.493145282451923,0.25769818737715644,0.35911764705882354,0.8559833465106736,0.5547007515126602,0.39156038851820385,0.48982236505317006
90,Polyhydroxyvalerate (PHV),0.47237600271155805,0.6122004357298476,0.7,0.11094736842105268,0.6277418870192306,0.9443109849312077,0.9620588235294117,0.09974079003993236,0.25354048276659436,0.6854766155164488,0.48406448315735784
91,PLA (Polylactic Acid),0.11964749745791436,0.43298285497773986,0.74,0.9711578947368422,0.33636944110576916,0.8239790347237392,0.6900000000000001,0.8620382509832962,0.517357851059183,0.22097380533737776,0.35059569780218974
92,Polycaprolactone (PCL),0.7133657213874138,0.07094818603770009,0.09999999999999987,0.5738947368421055,0.32774939903846156,0.7820484822013543,0.8577941176470588,0.4967223450995305,0.4527030034813663,0.436605234187722,0.4341546858101467
93,Recycled HDPE,0.7609309682521748,0.4878279814341196,0.17999999999999994,0.12778947368421067,0.6755934495192307,0.8648176457741867,0.14470588235294124,0.6603148550325764,0.13486919568875808,0.5105017428928578,0.3830242704012758
94,Gelatin,0.5614054909049824,0.7021881216254617,0.7,0.35284210526315807,0.3822021484375,0.7497270146320159,0.07323529411764707,0.8153404257448533,0.2456361830864689,0.45294191346119184,0.40579059987210875
95,Cellulose Acetate,0.7710993108123376,0.5132139812446717,0.9799999999999998,0.5469473684210528,0.8230543870192306,0.12055033850185626,0.011470588235294121,0.30388614777970147,0.6061031589224465,0.6637395285052222,0.6363684041767683
96,Alginate,0.4939554852559032,0.8722174860282277,0.17999999999999994,0.532842105263158,0.6256479116586537,0.5167067045206377,0.955735294117647,0.954312993524755,0.592646338142158,0.42812669397533726,0.5449265099754111
97,Blended Starch,0.5228787707603659,0.28890783366486694,0.3800000000000001,0.035578947368421154,0.5795898437499999,0.44442017907840126,0.3001470588235293,0.08311732503327696,0.3484930064360316,0.610289051314259,0.46469148354263956
98,Alginate,0.42763529544684215,0.08619873070000944,0.42000000000000015,0.9507368421052633,0.2701134314903846,0.3112033195020747,0.4595588235294118,0.5274071998318637,0.7215311575864239,0.34318732791131,0.47727079681377876
99,PLA (Polylactic Acid),0.025420856400406727,0.9366297243535096,0.8800000000000001,0.2753684210526317,0.2707237830528846,0.8342432845599477,0.39455882352941174,0.25431599595672494,0.24440064874169803,0.5868887758434849,0.42872082790946475
100,Recycled HDPE,0.10789741272172632,0.37813772852136024,0.1399999999999999,0.016210526315789675,0.6513108473557692,0.4642935138676565,0.7304411764705881,0.4075901480198961,0.4188046362550263,0.38277448316496754,0.3692351618923062
101,Mycelium-based Material,0.03140888035250254,0.576394809131382,0.3600000000000001,0.07642105263157917,0.4861121544471153,0.06027516925092802,0.30999999999999994,0.44853331198270596,0.5547887311640097,0.402927782052083,0.4438669742348256
102,Maleic Anhydride Grafted (MAG) Polymers,0.6365382442661844,0.792081083641186,0.42000000000000015,0.5802105263157895,0.5741624098557692,0.2749508626337629,0.5354411764705881,0.9145607942433369,0.643675961871973,0.4627614806748763,0.5854369098094768
103,Seaweed/Kelp-based Polymer,0.3144277482770308,0.32423984086388175,0.07999999999999985,0.13768421052631585,0.6805795522836537,0.22865254422362957,0.9955882352941178,0.441247410402426,0.6260966381049036,0.41510131258130334,0.4803459391885741
104,Hemp Fiber Composite,0.5086430911761382,0.7162072558491996,0.7,0.04168421052631577,0.44210111177884615,0.8877484166848657,0.4441176470588236,0.6978252384431389,0.1574545842272266,0.48832500873034573,0.38079687188556277
105,Bagasse Fiber Composite,0.9078070274545247,0.1353604243629819,0.9200000000000002,0.37957894736842124,0.30621807391826916,0.6475212928587026,0.5513235294117645,0.9518409912028742,0.40037774366352796,0.3322138390641023,0.39735337827280276
106,Recycled PP,0.24935035589198962,0.29127593066211993,0.8,0.6227368421052633,0.5738900991586539,0.5606027516925094,0.5025000000000001,0.4942403346710835,0.5070196767853243,0.36449175209779944,0.4026672002086605
107,Thermoplastic Starch (TPS),0.41046209467856737,0.14464336459221366,0.1399999999999999,0.11178947368421066,0.549785907451923,0.5066608429788164,0.8032352941176472,0.40795043985628343,0.44085347943938447,0.40335146183872095,0.3931925224383203
108,Recycled PET (rPET),0.7557338153880917,0.8113100312588803,0.26,0.3132631578947369,0.0038029597355769204,0.6503603406857394,0.2669117647058823,0.9730681852300362,0.32218112996672776,0.4808858799020771,0.47793118861221917
109,Polybutylene Adipate Terephthalate (PBAT),0.22890068918766238,0.2226011177417827,0.4999999999999998,0.4176842105263159,0.500347430889423,0.7549683336973139,0.17044117647058832,0.8276604049279916,0.28190933160335546,0.20438638010763688,0.2396684653773415
110,Polybutylene Succinate (PBS),0.07705344028923283,0.7174386662877712,0.11999999999999988,0.1593684210526316,0.7691932091346152,0.5544878794496615,0.7541176470588234,0.9398412714298581,0.4213901160027234,0.262411123401158,0.352969706419253
111,PLA (Polylactic Acid),0.2897977629646367,0.9433551198257082,0.5599999999999998,0.5061052631578951,0.605919471153846,0.9384145009827474,0.4155882352941176,0.3968614577808024,0.2657419755148184,0.6112012817247825,0.4740925911748749
112,Polycaprolactone (PCL),0.16122472037057958,0.5278014587477504,0.17999999999999994,0.08526315789473693,0.03628305288461538,0.9770692290893208,0.9136764705882353,0.696193917072829,0.21977962694140774,0.3282302869063674,0.2881065834509431
113,Seaweed/Kelp-based Polymer,0.929951417918879,0.5400208392535759,0.9000000000000001,0.04652631578947375,0.9293776292067306,0.9956322341122517,0.6441176470588236,0.24912178864880552,0.144965307092481,0.7413429616922143,0.5015205332311236
114,Seaweed/Kelp-based Polymer,0.8082702519489322,0.46102112342521556,0.44000000000000017,0.5197894736842106,0.7878511868990383,0.6695785105918324,0.5644117647058823,0.865831323371931,0.4340299397505234,0.4344548832634719,0.47432306674301294
115,Polybutylene Succinate (PBS),0.6336007230821374,0.3258501468220138,0.15999999999999992,0.24800000000000022,0.23684457632211534,0.9327364053286742,0.07044117647058823,0.9331458481369908,0.12212003262978062,0.3145769217164491,0.27062386872890704
116,PHA (Polyhydroxyalkanoates),0.8716529205739465,0.475608600928294,0.26,0.09536842105263177,0.5243483323317306,0.4046735094998908,0.7304411764705881,0.26739659123890347,0.47236200685996177,0.6972198199551107,0.6025588828762531
117,Cork Composite,0.8038639701728618,0.6028227716207257,0.020000000000000018,0.42400000000000015,0.11473670372596154,0.8597947150032759,0.686029411764706,0.10432450284730632,0.33450852485130333,0.7802762213991538,0.5865825726795416
118,Recycled HDPE,0.1866455767709863,0.9860755896561524,0.3800000000000001,0.9151578947368422,0.34328049879807687,0.9093688578292205,0.64,0.2002021637526396,0.4478629395064424,0.6717354844270857,0.5651114862161252
119,Starch-based Polymer,0.8927804767822844,0.9378611347920811,0.40000000000000013,0.7242105263157896,0.04181377704326922,0.9043459270583096,0.26794117647058824,0.6326524484832714,0.3186784296596997,0.696131504079001,0.5889881346529169
120,Hemp Fiber Composite,0.5394870636086317,0.8621767547598749,0.6199999999999999,0.815578947368421,0.5673264723557692,0.8309674601441361,0.9467647058823528,0.27171008516898687,0.5185428953149288,0.7118151114429572,0.632309584540005
121,PHA (Polyhydroxyalkanoates),0.8075923624449215,0.8891730605285593,0.26,0.8720000000000001,0.0806884765625,0.4066390041493775,0.32161764705882345,0.6384371340786036,0.622604027337076,0.6536547732606028,0.6801800625364197
122,Polylactic Acid (PLA) Blends,0.8962829058863404,0.46784124277730416,0.8800000000000001,0.9726315789473685,0.8978647085336537,0.15898667831404212,0.1522058823529412,0.3497833244928392,0.7427373109977776,0.6693239148019576,0.7012369051862586
123,Coconut Coir Composite,0.31804315896508867,0.657478450317325,0.09999999999999987,0.7631578947368423,0.3969257061298077,0.3341340904127539,0.9872058823529412,0.9168926830732891,0.759321499685264,0.32589940955540847,0.5316405246245104
